cols,hsnsac
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ALDRIN, ALUMINIUM PHOSPHITE, CALCIUM CYANIDE, CHLORDANE, CHLORO BENZILATE, DDVP,DDT: ALDRIN",38081011
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ALDRIN, ALUMINIUM PHOSPHITE, CALCIUM CYANIDE, CHLORDANE, CHLORO BENZILATE, DDVP,DDT: ALUMINIUM PHOSPHITE (FOR EXAMPLE PHOSTOXIN)",38081012
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ALDRIN, ALUMINIUM PHOSPHITE, CALCIUM CYANIDE, CHLORDANE, CHLORO BENZILATE, DDVP,DDT: CALCIUM CYANIDE",38081013
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ALDRIN, ALUMINIUM PHOSPHITE, CALCIUM CYANIDE, CHLORDANE, CHLORO BENZILATE, DDVP,DDT: CHLORDANE",38081014
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ALDRIN, ALUMINIUM PHOSPHITE, CALCIUM CYANIDE, CHLORDANE, CHLORO BENZILATE, DDVP,DDT: CHLORO BENZILATE",38081015
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ALDRIN, ALUMINIUM PHOSPHITE, CALCIUM CYANIDE, CHLORDANE, CHLORO BENZILATE, DDVP,DDT: D.D.V.P (DIMETHYL DICHLORO VINYL PHOSPHATE)",38081016
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ALDRIN, ALUMINIUM PHOSPHITE, CALCIUM CYANIDE, CHLORDANE, CHLORO BENZILATE, DDVP,DDT: D.D.T. (EXCLUDING D.D.T. OF HEADING 2903 62)",38081017
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: DIAGINAL, HEPTACHLOR, LINDANE, METHYL BROMIDE, PARATHION METHYL, DIMETHOATE TECHNICAL, MALATHION: DIAGINAL",38081021
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: DIAGINAL, HEPTACHLOR, LINDANE, METHYL BROMIDE, PARATHION METHYL, DIMETHOATE TECHNICAL, MALATHION: HEPTACHLOR",38081022
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: DIAGINAL, HEPTACHLOR, LINDANE, METHYL BROMIDE, PARATHION METHYL, DIMETHOATE TECHNICAL, MALATHION: LINDANE",38081023
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: DIAGINAL, HEPTACHLOR, LINDANE, METHYL BROMIDE, PARATHION METHYL, DIMETHOATE TECHNICAL, MALATHION: METHYL BROMIDE",38081024
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: DIAGINAL, HEPTACHLOR, LINDANE, METHYL BROMIDE, PARATHION METHYL, DIMETHOATE TECHNICAL, MALATHION: PARATHION, METHYL",38081025
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: DIAGINAL, HEPTACHLOR, LINDANE, METHYL BROMIDE, PARATHION METHYL, DIMETHOATE TECHNICAL, MALATHION: DIMETHOATE, TECHNICAL GRADE",38081026
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: DIAGINAL, HEPTACHLOR, LINDANE, METHYL BROMIDE, PARATHION METHYL, DIMETHOATE TECHNICAL, MALATHION: MALATHION",38081027
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ENDOSULPHAN TECHNICAL, QUINAL PHOS, ISOPROTURON, FENTHION, CIPERMETHRIN TECHNICAL, ALLETHRIN, SYNTHETIC PYRETHRUM ENDOSULPHAN, TECHNICAL GRADE",38081031
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ENDOSULPHAN TECHNICAL, QUINAL PHOS, ISOPROTURON, FENTHION, CIPERMETHRIN TECHNICAL, ALLETHRIN, SYNTHETIC PYRETHRUM QUINAL PHOS",38081032
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ENDOSULPHAN TECHNICAL, QUINAL PHOS, ISOPROTURON, FENTHION, CIPERMETHRIN TECHNICAL, ALLETHRIN, SYNTHETIC PYRETHRUM ISOPROTURON",38081033
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ENDOSULPHAN TECHNICAL, QUINAL PHOS, ISOPROTURON, FENTHION, CIPERMETHRIN TECHNICAL, ALLETHRIN, SYNTHETIC PYRETHRUM FENTHION",38081034
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ENDOSULPHAN TECHNICAL, QUINAL PHOS, ISOPROTURON, FENTHION, CIPERMETHRIN TECHNICAL, ALLETHRIN, SYNTHETIC PYRETHRUM CIPERMETHRIN, TECHNICAL GRADE",38081035
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ENDOSULPHAN TECHNICAL, QUINAL PHOS, ISOPROTURON, FENTHION, CIPERMETHRIN TECHNICAL, ALLETHRIN, SYNTHETIC PYRETHRUM ALLETHRIN",38081036
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: ENDOSULPHAN TECHNICAL, QUINAL PHOS, ISOPROTURON, FENTHION, CIPERMETHRIN TECHNICAL, ALLETHRIN, SYNTHETIC PYRETHRUM SYNTHETIC PYRETHRUM",38081037
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: OTHER: REPELLANTS FOR INSECTS SUCH AS FLIES, MOSQUITO",38081091
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: OTHER: PAPER IMPREGNATED OR COATED WITH INSECTICIDE SUCH AS D.D.T. COATED PAPER",38081092
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) INSECTICIDES: OTHER: OTHER",38081099
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) FUNGICIDES: MANEB",38082010
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) FUNGICIDES: SODIUM PENTA CHLOROPHENATE (SANTOBRITE)",38082020
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) FUNGICIDES: THIRAM (TETRAMETHYL THIURAM DISULPHIDE)",38082030
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) FUNGICIDES: ZINEB",38082040
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) FUNGICIDES: COPPER OXYCHLORIDE",38082050
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) FUNGICIDES: OTHER",38082090
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS: CHLOROMETHYL PHENOZY ACETIC ACID (M.C.P.A.)",38083010
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS: 2:4 DICHLOROPHENOZY ACETIC ACID AND ITS ESTERS",38083020
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS: GIBBERELLIC ACID",38083030
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS: PLANTGROWTH REGULATORS",38083040
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS: WEEDICIDES AND WEED KILLING AGENTS",38083050
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS: OTHER",38083090
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) DISINFECTANTS",38084000
"aldrin (ISO); binapacryl (ISO); camphechlor(ISO) (toxaphene); captafol (ISO); chlordane (ISO); chlordimeform (ISO); chlorobenzilate (ISO); DDT (ISO) (clofenotane (INN), 1, 1, 1-trichloro-2,2- bis(p-chlorphenyl) ethane); dieldrin (ISO,INN), dinoseb (ISO), its salts or its esters; ethylene dibromide (ISO) (1,2-dibromoethane); ethylene dichloride (ISO); (1,2dicholoroethane);fluroacetamide (ISO); heptachlor(ISO); hexachlorobenzene (ISO); 1,2,3,4,5,6,-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN); mercury compounds; methamidophos (ISO; monocrotophos (ISO); oxirane parathion-methyl (ISO) (methyl-parathion (ISO); pentachlorophenol (ISO); phosphamidon (ISO); 2,4,5-T ((ISO) (2,4,5-trichlorophenoxyacetic acid, its salts or its esters;",380850
"NSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-GOODS SPECIFIED IN SUB-HEADING NOTE 1",38085000
"DDT (ISO) (clofenotane (INN)), in packings of a net weight content not exceeding 300 g.",38085200
Other,38085900
In packings of a net weight content not exceeding 300g,38086100
In packings of a net weight content exceeding 300 g but not exceeding 7.5 kg,38086200
Other,38086900
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) OTHER : PESTICIDES, NOT ELSEWHERE SPECIFIED OR INCLUDED",38089010
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS) OTHER : OTHER",38089090
Insecticides,380891
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-OTHER-- INSECTICIDES:---- ALUMINIUM PHOSPHITE (FOR EXAMPLE PHOSTOXIN)",38089111
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-OTHER-- INSECTICIDES:----CALCIUM CYANIDE",38089112
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-OTHER-- INSECTICIDES:---- D.D.V.P.(DIMETHYLE-DICHLORO-VINYL- PHOSPHATE)",38089113
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-OTHER-- INSECTICIDES:---- DIAGINAL",38089121
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-OTHER-- INSECTICIDES:----METHYL BROMIDE",38089122
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-OTHER-- INSECTICIDES:----DIMETHOATE, TECHNICAL GRADE",38089123
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-OTHER-- INSECTICIDES:----MELATHION",38089124
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-OTHER-- INSECTICIDES:----ENDOSULPHAN, TECHNICAL GRADE",38089131
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-OTHER-- INSECTICIDES:----QUINAL PHOS",38089132
"INSECTICIDES, RODENTICIDES, FUNGICIDES, HERBICIDES, ANTI-SPROUTING PRODUCTS AND PLANT-GROWTH REGULATORS, DISINFECTANTS AND SIMILAR PRODUCTS, PUT UP IN FORMS OR PACKINGS FOR RETAIL SALE OR AS PREPARATIONS OR ARTICLES (FOR EXAMPLE, SULPHURTREATED BANDS, WICKS AND CANDLES, AND FLY-PAPERS)-OTHER-- INSECTICIDES:----ISOPROTURON",38089133
